FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2022,JAN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,13,486.8474525151598
2022,JAN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,2,0.683212549938
2022,JAN,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Marijuana,1,0.0188936158534
2022,JAN,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,1,0.0022266688462
2022,JAN,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Other Drugs**,1,0.0647497663494
2022,JAN,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Marijuana,3,0.032187490252
2022,JAN,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Methamphetamine,1,8.5539357656
2022,JAN,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Cocaine,1,0.0003747858454
2022,JAN,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,1,0.131395508152
2022,JAN,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Methamphetamine,1,0.01763698096
2022,JAN,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,2,5.5098
2022,JAN,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,2,10.5298
2022,JAN,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Other Drugs**,1,0.1323
2022,JAN,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,1,871.1073
2022,JAN,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Cocaine,1,0.022
2022,JAN,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Heroin,1,0.022
2022,JAN,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other Drugs**,1,0.0069
2022,JAN,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Heroin,1,0.0595
2022,JAN,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,1,0.1281
2022,JAN,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other Drugs**,1,0.0034
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,2,0.0154
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Ecstasy,1,0.0028
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,36,1147.1174
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,3,0.7636000000000001
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Cocaine,3,7.918500000000001
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Ecstasy,2,0.0378999999999999
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,12,0.2793
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,7,0.0281
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other Drugs**,2,0.259
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Cocaine,1,5.3449
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,1,7.8263
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Heroin,1,0.0563
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,2,0.0119
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,8,178.23919999999998
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other Drugs**,1,0.0034
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,3,11.2003
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Ecstasy,1,0.0034
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Fentanyl,8,46.884
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Heroin,2,0.0201
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,15,572.4451
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,7,29.394
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,10,4.0064
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,2,5.2766
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,21,1461.4094
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Methamphetamine,2,134.946
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,5,9.7615
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Fentanyl,1,3.6376
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Heroin,1,0.0022
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,36,2892.7824
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Methamphetamine,2,0.1410999999999999
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,5,2.5057
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Cocaine,3,23.7038
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,2,0.041
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,1,14.881
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,9,382.5504
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,17,468.8158
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other Drugs**,2,51.707
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,5,0.1043
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Ecstasy,1,0.0022
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,16,7.795199999999999
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,31,303.5716
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,15,208.1149
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,5,0.5744
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Ecstasy,1,0.0031
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Fentanyl,2,0.0149
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,2,209.1766
2022,JAN,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,1,0.0
2022,JUL,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Cocaine,1,9.7885244328
2022,JUL,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Fentanyl,1,0.75398093604
2022,JUL,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Ketamine,1,6.61386786e-05
2022,JUL,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,8,2.3737612674064
2022,JUL,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Other Drugs**,6,76.76751699063921
2022,JUL,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ecstasy,7,0.15652820602
2022,JUL,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ketamine,3,1.21144012969
2022,JUL,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Khat (Catha Edulis),1,12659.824933088
2022,JUL,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,30,22.8889652427212
2022,JUL,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,45,195.73301007146
2022,JUL,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,18,85.0303323392682
2022,JUL,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,18,2.4379157856484
2022,JUL,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,5,39.598108726868
2022,JUL,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,1,0.0062390820146
2022,JUL,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,38,232.014704991062
2022,JUL,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),6,516.130154049274
2022,JUL,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,1,0.024471311082
2022,JUL,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,164,977.9734161489536
2022,JUL,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,30,579.195809179256
2022,JUL,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,301,590.8018685924363
2022,JUL,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Cocaine,2,3.656587077532
2022,JUL,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ecstasy,3,6.08145149727
2022,JUL,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Fentanyl,1,1.051825452002
2022,JUL,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Heroin,1,0.931232594688
2022,JUL,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ketamine,5,48.394112056144
2022,JUL,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Lsd,1,0.034612575134
2022,JUL,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,16,7.8820108834764
2022,JUL,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Methamphetamine,1,0.0011243575362
2022,JUL,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,43,38.1360911901888
2022,JUL,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,7,5.7834747039508
2022,JUL,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,8,11.271574069274
2022,JUL,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,9,28.683463059772
2022,JUL,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,28,446.8406067545438
2022,JUL,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,8,1487.28383467797
2022,JUL,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,167,219.6280989392706
2022,JUL,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,36,83.912125700178
2022,JUL,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,3,1.208794582546
2022,JUL,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Fentanyl,2,8.908880007419999
2022,JUL,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,15,41.691838829082
2022,JUL,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Khat (Catha Edulis),1,4.188782978
2022,JUL,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,1,0.00440924524
2022,JUL,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,66,572.8881193087216
2022,JUL,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,4,1.04278649926
2022,JUL,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,531,305.478242246012
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,10,79.59878154414801
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,1,1.315718779616
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,4,6.4374980504
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Heroin,3,9.570707717944
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,4,11.22924531497
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,20,284.4665572566732
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,8,134.859190750282
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,115,213.4136866517884
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,22,50.74049191061
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,86,37.7669050862436
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,23,2.408991136874
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,16,88.75237466238801
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),5,1049.069673727
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,23,0.08487797087
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,80,1572.830247126356
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,17,4.5745919365
2022,JUL,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,615,854.9919604573146
2022,JUL,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Cocaine,1,0.0076279942652
2022,JUL,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,29,2.5843909125212
2022,JUL,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,8,0.6118489157286
2022,JUL,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,11,72.432655717838
2022,JUL,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ecstasy,1,0.002866009406
2022,JUL,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Khat (Catha Edulis),1,47.178924068
2022,JUL,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Lsd,2,1.408312929656
2022,JUL,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,23,25.9774210710792
2022,JUL,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,23,76.403621980982
2022,JUL,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,8,25.812383021746
2022,JUL,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,22,1062.832250894612
2022,JUL,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Ecstasy,1,0.0220462262
2022,JUL,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,68,236.4120893613664
2022,JUL,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,3,0.7387690399619999
2022,JUL,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Cocaine,2,0.709227096854
2022,JUL,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Ketamine,1,0.00220462262
2022,JUL,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,24,13.8883067956306
2022,JUL,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,9,5.1355802083852
2022,JUL,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Ecstasy,1,0.00110231131
2022,JUL,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,41,4.5991293862606
2022,JUL,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,10,0.4065985498066
2022,JUL,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,2,0.262129629518
2022,JUL,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ecstasy,1,0.006172943336
2022,JUL,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,82,23.8985721715502
2022,JUL,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,10,1.224888327672
2022,JUL,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,3,144.300046195908
2022,JUL,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Ecstasy,2,0.0082232423726
2022,JUL,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,74,2410.813014960942
2022,JUL,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Methamphetamine,1,0.109790206476
2022,JUL,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,41,9.8283399173172
2022,JUL,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Cocaine,15,0.0504417655456
2022,JUL,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Ecstasy,3,0.0084437046346
2022,JUL,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Fentanyl,2,0.026565702571
2022,JUL,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Heroin,2,0.016975594174
2022,JUL,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Ketamine,3,0.1960350433704
2022,JUL,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Lsd,11,0.0188936158534
2022,JUL,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,144,14.267920764568402
2022,JUL,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Methamphetamine,3,0.0408296109224
2022,JUL,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,24,2.9541943108
2022,JUL,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,1,1.830277699124
2022,JUL,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,8,40.208348268084
2022,JUL,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,5,6.8078746505600005
2022,JUL,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,1,0.0206793601756
2022,JUL,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Cocaine,1,0.004188782978
2022,JUL,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Fentanyl,7,0.3425983551479999
2022,JUL,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,8,41.2296176505728
2022,JUL,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,7,2.4852269870736
2022,JUL,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Marijuana,6,13.390657331618
2022,JUL,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Cocaine,1,0.0015211896078
2022,JUL,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ecstasy,1,0.0013007273458
2022,JUL,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Khat (Catha Edulis),1,234.9245863872
2022,JUL,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Lsd,1,0.0061508971098
2022,JUL,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,8,0.967498636787
2022,JUL,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,5,0.1181236799796
2022,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,13,158.1002783178696
2022,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,12,42.4994802796928
2022,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Heroin,1,16.0055602212
2022,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,44,2.9296568610394
2022,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,16,335.662943078873
2022,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,31,5.55785362502
2022,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,16,496.7079578765028
2022,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,2,2.0563176563526
2022,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,2,13.5363828868
2022,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,26,61.5596333258076
2022,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,9,616.5346426913738
2022,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,50,42.3192523805078
2022,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,25,506.49881920928
2022,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,50,1121.634717033169
2022,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,8,49.7803787596
2022,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ketamine,1,0.00220462262
2022,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,56,1.9142297284936
2022,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,73,4661.444168972436
2022,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,30,154.065752784591
2022,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,8,74.416264920183
2022,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,30,557.1229731842326
2022,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,2,11.597858217034
2022,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,10,120.7181460174946
2022,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,17,1022.2749549582344
2022,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,2,0.453601104065
2022,JUL,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Fentanyl,1,0.5291094288
2022,JUL,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Marijuana,2,0.01322773572
2022,JUL,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Methamphetamine,1,16.975594174
2022,JUL,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Cocaine,1,0.7783640622172
2022,JUL,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,1,0.0124781640292
2022,JUL,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Methamphetamine,2,2697.6644227368
2022,JUL,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Marijuana,2,0.0279987072739999
2022,JUL,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Methamphetamine,1,1.1904962148
2022,JUL,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Fentanyl,1,0.013448197982
2022,JUL,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,4,0.7605948039
2022,JUL,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Methamphetamine,1,0.000440924524
2022,JUL,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,2,0.0501
2022,JUL,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,2,2240.721
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Marijuana,1,0.0688
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Methamphetamine,1,0.0101
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Marijuana,2,0.3425
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Cocaine,1,6.2622
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,4,14.009
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other Drugs**,1,0.0537
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,9,13.6603
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Methamphetamine,4,0.128
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other Drugs**,1,0.0358
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Cocaine,2,0.0073
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Ecstasy,2,0.0373999999999999
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Marijuana,8,0.0412
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other Drugs**,4,0.9639
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,1,0.0
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Methamphetamine,1,0.0004
2022,JUL,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other Drugs**,1,0.0014
2022,JUL,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,2,0.0463
